line,label,global,start,size
16547,Tsa4_EfxMagdhisEffectBG,Tsa_08669FE8,0x669FE8,0x10C
16551,Tsa4_EfxMagdhisEffectBG,Tsa_0866A0F4,0x66A0F4,0xFC
16555,Tsa4_EfxMagdhisEffectBG,Tsa_0866A1F0,0x66A1F0,0xE8
16559,Tsa4_EfxMagdhisEffectBG,Tsa_0866A2D8,0x66A2D8,0xE8
16563,Tsa4_EfxMagdhisEffectBG,Tsa_0866A3C0,0x66A3C0,0xE0
16567,Tsa4_EfxMagdhisEffectBG,Tsa_0866A4A0,0x66A4A0,0xDC
16571,Tsa4_EfxMagdhisEffectBG,Tsa_0866A57C,0x66A57C,0xE0
16575,Tsa4_EfxMagdhisEffectBG,Tsa_0866A65C,0x66A65C,0xF4
16579,Tsa4_EfxMagdhisEffectBG,Tsa_0866A750,0x66A750,0xF4
16583,Tsa4_EfxMagdhisEffectBG,Tsa_0866A844,0x66A844,0x104
16587,Tsa4_EfxMagdhisEffectBG,Tsa_0866A948,0x66A948,0x108
16591,Tsa4_EfxMagdhisEffectBG,Tsa_0866AA50,0x66AA50,0x118
16595,Tsa4_EfxMagdhisEffectBG,Tsa_0866AB68,0x66AB68,0x124
16599,Tsa4_EfxMagdhisEffectBG,Tsa_0866AC8C,0x66AC8C,0x110
16603,Tsa4_EfxMagdhisEffectBG,Tsa_0866AD9C,0x66AD9C,0x214
16607,Tsa4_EfxMagdhisEffectBG,Tsa_0866AFB0,0x66AFB0,0x1BC
16611,Tsa4_EfxMagdhisEffectBG,Tsa_0866B16C,0x66B16C,0x1DC
16615,Tsa4_EfxMagdhisEffectBG,Tsa_0866B348,0x66B348,0x204
16619,Tsa4_EfxMagdhisEffectBG,Tsa_0866B54C,0x66B54C,0x208
16623,Tsa4_EfxMagdhisEffectBG,Tsa_0866B754,0x66B754,0x214
16627,Tsa4_EfxMagdhisEffectBG,Tsa_0866B968,0x66B968,0x260
16631,Tsa4_EfxMagdhisEffectBG,Tsa_0866BBC8,0x66BBC8,0x234
16635,Tsa4_EfxMagdhisEffectBG,Tsa_0866BDFC,0x66BDFC,0x274
16639,Tsa4_EfxMagdhisEffectBG,Tsa_0866C070,0x66C070,0x248
16643,Tsa4_EfxMagdhisEffectBG,Tsa_0866C2B8,0x66C2B8,0x360
16647,Tsa4_EfxMagdhisEffectBG,Tsa_0866C618,0x66C618,0x354
16651,Tsa4_EfxMagdhisEffectBG,Tsa_0866C96C,0x66C96C,0x310
16655,Tsa4_EfxMagdhisEffectBG,Tsa_0866CC7C,0x66CC7C,0x2E4
16659,Tsa4_EfxMagdhisEffectBG,Tsa_0866CF60,0x66CF60,0x2D0
16663,Tsa4_EfxMagdhisEffectBG,Tsa_0866D230,0x66D230,0x298
16667,Tsa4_EfxMagdhisEffectBG,Tsa_0866D4C8,0x66D4C8,0x298
16671,Tsa4_EfxMagdhisEffectBG,Tsa_0866D760,0x66D760,0x22C
16675,Tsa4_EfxMagdhisEffectBG,Tsa_0866D98C,0x66D98C,0x2B4
16679,Tsa4_EfxMagdhisEffectBG,Tsa_0866DC40,0x66DC40,0x2C0
16683,Tsa4_EfxMagdhisEffectBG,Tsa_0866DF00,0x66DF00,0x330
16687,Tsa4_EfxMagdhisEffectBG,Tsa_0866E230,0x66E230,0x350
16691,Tsa4_EfxMagdhisEffectBG,Tsa_0866E580,0x66E580,0x378
16695,Tsa4_EfxMagdhisEffectBG,Tsa_0866E8F8,0x66E8F8,0x388
16699,Tsa4_EfxMagdhisEffectBG,Tsa_0866EC80,0x66EC80,0x370
16703,Tsa4_EfxMagdhisEffectBG,Img_PurgeSprites,0x66EFF0,0x2C4
16707,Tsa4_EfxMagdhisEffectBG,Pal_PurgeSprites,0x66F2B4,0x20
16854,Tsa4_EfxMagdhisEffectBG,Img_HealSpellBg,0x66F5E4,0x190
16858,Tsa4_EfxMagdhisEffectBG,Tsa_HealSpellBg,0x66F774,0x960
16862,Tsa4_EfxMagdhisEffectBG,Pal_HealSpellBg,0x6700D4,0x200
16866,Tsa4_EfxMagdhisEffectBG,Img_HealSprites_Sparkles,0x6702D4,0x254
16870,Tsa4_EfxMagdhisEffectBG,Pal_HealSprites_Sparkles,0x670528,0x20
16874,Tsa4_EfxMagdhisEffectBG,Img_EfxLiveBG_B,0x670548,0x7F8
16878,Tsa4_EfxMagdhisEffectBG,Tsa_EfxLiveBG_B_L,0x670D40,0x960
16882,Tsa4_EfxMagdhisEffectBG,Tsa_EfxLiveBG_B_R,0x6716A0,0x960
16886,Tsa4_EfxMagdhisEffectBG,Pal_08672000,0x672000,0x220
16890,Tsa4_EfxMagdhisEffectBG,Pal_08672220,0x672220,0x200
19983,AnimScr_EfxReblowOBJ_Unk4,Tsa_08677E80,0x677E80,0x10C
19987,AnimScr_EfxReblowOBJ_Unk4,Tsa_08677F8C,0x677F8C,0x100
19991,AnimScr_EfxReblowOBJ_Unk4,Tsa_0867808C,0x67808C,0x10C
19995,AnimScr_EfxReblowOBJ_Unk4,Tsa_08678198,0x678198,0x10C
19999,AnimScr_EfxReblowOBJ_Unk4,Tsa_086782A4,0x6782A4,0x47C
20003,AnimScr_EfxReblowOBJ_Unk4,Pal_08678720,0x678720,0x200
20007,AnimScr_EfxReblowOBJ_Unk4,Pal_08678920,0x678920,0x200
20011,AnimScr_EfxReblowOBJ_Unk4,Pal_08678B20,0x678B20,0x200
20015,gUnknown_08678D20,gUnknown_08678D20,0x678D20,0x679B04 - 0x678D20
20019,gUnknown_08678D20,Img_08679B04,0x679B04,0x62C
20023,gUnknown_08678D20,Img_0867A130,0x67A130,0x6F8
20027,gUnknown_08678D20,Img_0867A828,0x67A828,0x620
20031,gUnknown_08678D20,Img_0867AE48,0x67AE48,0x75C
20035,gUnknown_08678D20,Pal_MapAnimRestore,0x67B5A4,0x20
20039,gUnknown_08678D20,Tsa_0867B5C4,0x67B5C4,0xAC
20043,gUnknown_08678D20,Tsa_0867B670,0x67B670,0xB4
20047,gUnknown_08678D20,Tsa_0867B724,0x67B724,0xC0
20051,gUnknown_08678D20,Tsa_0867B7E4,0x67B7E4,0xC8
20055,gUnknown_08678D20,Tsa_0867B8AC,0x67B8AC,0xDC
20059,gUnknown_08678D20,Tsa_0867B988,0x67B988,0xE0
20063,gUnknown_08678D20,Tsa_0867BA68,0x67BA68,0xE8
20067,gUnknown_08678D20,Tsa_0867BB50,0x67BB50,0xF0
20071,gUnknown_08678D20,Tsa_0867BC40,0x67BC40,0x100
20075,gUnknown_08678D20,Tsa_0867BD40,0x67BD40,0x10C
20079,gUnknown_08678D20,Tsa_0867BE4C,0x67BE4C,0x120
20083,gUnknown_08678D20,Tsa_0867BF6C,0x67BF6C,0x130
20087,gUnknown_08678D20,Tsa_0867C09C,0x67C09C,0x67C1DC - 0x67C09C
21209,gUnknown_08678D20,Img_SilenceBg,0x67EEB4,0xAC8
21213,gUnknown_08678D20,Tsa_0867F97C,0x67F97C,0xFC
21217,gUnknown_08678D20,Tsa_0867FA78,0x67FA78,0xE8
21221,gUnknown_08678D20,Tsa_0867FB60,0x67FB60,0xE8
21225,gUnknown_08678D20,Tsa_0867FC48,0x67FC48,0xE8
21229,gUnknown_08678D20,Tsa_0867FD30,0x67FD30,0xFC
21233,gUnknown_08678D20,Tsa_0867FE2C,0x67FE2C,0xE8
21237,gUnknown_08678D20,Tsa_0867FF14,0x67FF14,0x98
21241,gUnknown_08678D20,Tsa_0867FFAC,0x67FFAC,0xE8
21245,gUnknown_08678D20,Tsa_08680094,0x680094,0x98
21249,gUnknown_08678D20,Tsa_0868012C,0x68012C,0xE8
21253,gUnknown_08678D20,Tsa_08680214,0x680214,0xFC
21257,gUnknown_08678D20,Tsa_08680310,0x680310,0x98
21261,gUnknown_08678D20,Tsa_086803A8,0x6803A8,0xE8
21265,gUnknown_08678D20,Tsa_08680490,0x680490,0x98
21269,gUnknown_08678D20,Tsa_08680528,0x680528,0xFC
21273,gUnknown_08678D20,Tsa_08680624,0x680624,0x98
21277,gUnknown_08678D20,Tsa_086806BC,0x6806BC,0x110
21281,gUnknown_08678D20,Tsa_086807CC,0x6807CC,0xD4
21285,gUnknown_08678D20,Img_SilenceSprites,0x6808A0,0x520
21289,gUnknown_08678D20,Pal_Silence,0x680DC0,0x20
21452,gUnknown_08678D20,Pal_HammerneBg,0x6810B8,0x20
21456,gUnknown_08678D20,Tsa_086810D8,0x6810D8,0xAC
21460,gUnknown_08678D20,Tsa_08681184,0x681184,0xB0
21464,gUnknown_08678D20,Tsa_08681234,0x681234,0xC0
21468,gUnknown_08678D20,Tsa_086812F4,0x6812F4,0xC8
21472,gUnknown_08678D20,Tsa_086813BC,0x6813BC,0xD8
21476,gUnknown_08678D20,Tsa_08681494,0x681494,0xDC
21480,gUnknown_08678D20,Tsa_08681570,0x681570,0xE8
21484,gUnknown_08678D20,Tsa_08681658,0x681658,0xF0
21488,gUnknown_08678D20,Tsa_08681748,0x681748,0x100
21492,gUnknown_08678D20,Tsa_08681848,0x681848,0x10C
21496,gUnknown_08678D20,Tsa_08681954,0x681954,0x120
21500,gUnknown_08678D20,Tsa_08681A74,0x681A74,0x130
21504,gUnknown_08678D20,Tsa_08681BA4,0x681BA4,0x681CE0 - 0x681BA4
22626,gUnknown_08678D20,Img_086849B8,0x6849B8,0x100
22630,gUnknown_08678D20,Tsa_08684AB8,0x684AB8,0x820
22634,gUnknown_08678D20,Img_SleepBg,0x6852D8,0xECC
22638,gUnknown_08678D20,Pal_SleepBg,0x6861A4,0x20
22642,gUnknown_08678D20,Tsa_086861C4,0x6861C4,0xDC
22646,gUnknown_08678D20,Tsa_086862A0,0x6862A0,0xDC
22650,gUnknown_08678D20,Tsa_0868637C,0x68637C,0xDC
22654,gUnknown_08678D20,Tsa_08686458,0x686458,0xDC
22658,gUnknown_08678D20,Tsa_08686534,0x686534,0xDC
22662,gUnknown_08678D20,Tsa_08686610,0x686610,0xDC
22666,gUnknown_08678D20,Tsa_086866EC,0x6866EC,0xDC
22670,gUnknown_08678D20,Tsa_086867C8,0x6867C8,0xDC
22674,gUnknown_08678D20,Tsa_086868A4,0x6868A4,0xDC
22678,gUnknown_08678D20,Tsa_08686980,0x686980,0xDC
22682,gUnknown_08678D20,Tsa_08686A5C,0x686A5C,0xDC
22686,gUnknown_08678D20,Tsa_08686B38,0x686B38,0xDC
22690,gUnknown_08678D20,Tsa_08686C14,0x686C14,0xDC
22694,gUnknown_08678D20,Tsa_08686CF0,0x686CF0,0xDC
22698,gUnknown_08678D20,Tsa_08686DCC,0x686DCC,0xDC
22702,gUnknown_08678D20,Tsa_08686EA8,0x686EA8,0xDC
22706,gUnknown_08678D20,Img_SleepSprites,0x686F84,0x1E8
22710,gUnknown_08678D20,Pal_SleepSprites,0x68716C,0x20
22714,gUnknown_08678D20,Pal_HammerneSprites,0x68718C,0x6871AC - 0x68718C
24934,gUnknown_08678D20,Pal_BerserkBg,0x68C338,0x20
24938,gUnknown_08678D20,Img_BerserkSprites_A,0x68C358,0x498
24942,gUnknown_08678D20,Img_BerserkSprites_B,0x68C7F0,0x420
24946,gUnknown_08678D20,Pal_BerserkSprites,0x68CC10,0x140
25325,gUnknown_08678D20,Img_BarrierBg,0x68D6D0,0x88C
25329,gUnknown_08678D20,Pal_BarrierBg,0x68DF5C,0x40
25333,gUnknown_08678D20,Tsa_0868DF9C,0x68DF9C,0xB8
25337,gUnknown_08678D20,Tsa_0868E054,0x68E054,0xC4
25341,gUnknown_08678D20,Tsa_0868E118,0x68E118,0xF0
25345,gUnknown_08678D20,Tsa_0868E208,0x68E208,0x130
25349,gUnknown_08678D20,Tsa_0868E338,0x68E338,0x134
25353,gUnknown_08678D20,Img_EfxMshield,0x68E46C,0x20
27173,gUnknown_08678D20,Pal_IvaldiSprites,0x6926E0,0x430
27177,gUnknown_08678D20,Img_IvaldiSprites,0x692B10,0x20
27913,gUnknown_08678D20,Img_IvaldiBg1,0x6937C0,0xE04
27917,gUnknown_08678D20,Pal_IvaldiBg1,0x6945C4,0x20
27921,gUnknown_08678D20,Tsa_086945E4,0x6945E4,0xBC
27925,gUnknown_08678D20,Tsa_086946A0,0x6946A0,0x124
27929,gUnknown_08678D20,Tsa_086947C4,0x6947C4,0x198
27933,gUnknown_08678D20,Tsa_0869495C,0x69495C,0x1FC
27937,gUnknown_08678D20,Tsa_08694B58,0x694B58,0x278
27941,gUnknown_08678D20,Tsa_08694DD0,0x694DD0,0x278
27945,gUnknown_08678D20,Tsa_08695048,0x695048,0x278
27949,gUnknown_08678D20,Tsa_086952C0,0x6952C0,0x270
27953,gUnknown_08678D20,Tsa_08695530,0x695530,0x214
27957,gUnknown_08678D20,Tsa_08695744,0x695744,0x1AC
27961,gUnknown_08678D20,Tsa_086958F0,0x6958F0,0x144
27965,gUnknown_08678D20,Tsa_08695A34,0x695A34,0xDC
27969,gUnknown_08678D20,Img_IvaldiBg2,0x695B10,0xD30
27973,gUnknown_08678D20,Pal_IvaldiBg2,0x696840,0x20
27977,gUnknown_08678D20,Tsa_08696860,0x696860,0x98
27981,gUnknown_08678D20,Tsa_086968F8,0x6968F8,0x194
27985,gUnknown_08678D20,Tsa_08696A8C,0x696A8C,0x19C
27989,gUnknown_08678D20,Tsa_08696C28,0x696C28,0x19C
27993,gUnknown_08678D20,Tsa_08696DC4,0x696DC4,0x1A0
27997,gUnknown_08678D20,Img_08696F64,0x696F64,0x6AC
28001,gUnknown_08678D20,Img_08697610,0x697610,0x708
28005,gUnknown_08678D20,Img_08697D18,0x697D18,0x86C
28009,gUnknown_08678D20,Img_08698584,0x698584,0x9F4
28013,gUnknown_08678D20,Img_08698F78,0x698F78,0xB74
28017,gUnknown_08678D20,Img_08699AEC,0x699AEC,0xC20
28021,gUnknown_08678D20,Img_0869A70C,0x69A70C,0xD64
28025,gUnknown_08678D20,Img_0869B470,0x69B470,0xCC0
28029,gUnknown_08678D20,Img_0869C130,0x69C130,0xCEC
28033,gUnknown_08678D20,Img_0869CE1C,0x69CE1C,0xD74
28037,gUnknown_08678D20,Img_0869DB90,0x69DB90,0xC80
28041,gUnknown_08678D20,Pal_0869E810,0x69E810,0x20
28045,gUnknown_08678D20,Pal_0869E830,0x69E830,0x20
28049,gUnknown_08678D20,Pal_0869E850,0x69E850,0x20
28053,gUnknown_08678D20,Pal_0869E870,0x69E870,0x20
28057,gUnknown_08678D20,Pal_0869E890,0x69E890,0x20
28061,gUnknown_08678D20,Pal_0869E8B0,0x69E8B0,0x20
28065,gUnknown_08678D20,Pal_0869E8D0,0x69E8D0,0x20
28069,gUnknown_08678D20,Pal_0869E8F0,0x69E8F0,0x20
28073,gUnknown_08678D20,Pal_0869E910,0x69E910,0x20
28077,gUnknown_08678D20,Pal_0869E930,0x69E930,0x20
28081,gUnknown_08678D20,Pal_0869E950,0x69E950,0x20
28085,gUnknown_08678D20,Tsa_0869E970,0x69E970,0x244
28089,gUnknown_08678D20,Tsa_0869EBB4,0x69EBB4,0x278
28093,gUnknown_08678D20,Tsa_0869EE2C,0x69EE2C,0x264
28097,gUnknown_08678D20,Tsa_0869F090,0x69F090,0x274
28101,gUnknown_08678D20,Tsa_0869F304,0x69F304,0x2BC
28105,gUnknown_08678D20,Tsa_0869F5C0,0x69F5C0,0x2C8
28109,gUnknown_08678D20,Tsa_0869F888,0x69F888,0x2C4
28113,gUnknown_08678D20,Tsa_0869FB4C,0x69FB4C,0x2B0
28117,gUnknown_08678D20,Tsa_0869FDFC,0x69FDFC,0x2B4
28121,gUnknown_08678D20,Tsa_086A00B0,0x6A00B0,0x2D8
28125,gUnknown_08678D20,Tsa_086A0388,0x6A0388,0x320
28129,gUnknown_08678D20,Img_IvaldiBg4,0x6A06A8,0x1638
28133,gUnknown_08678D20,Pal_IvaldiBg4,0x6A1CE0,0x20
28137,gUnknown_08678D20,Tsa_086A1D00,0x6A1D00,0x4F4
28141,gUnknown_08678D20,Img_GleipnirSprites_Rocks,0x6A21F4,0x420
28145,gUnknown_08678D20,Pal_GleipnirSprites_Rocks,0x6A2614,0x20
28285,gUnknown_08678D20,Img_GleipnirSprites_Comet,0x6A2874,0x474
28289,gUnknown_08678D20,Pal_GleipnirSprites_Comet,0x6A2CE8,0x20
28391,gUnknown_08678D20,Img_086A2EC0,0x6A2EC0,0x610
28395,gUnknown_08678D20,Img_086A34D0,0x6A34D0,0x6D0
28399,gUnknown_08678D20,Img_086A3BA0,0x6A3BA0,0x6D0
28403,gUnknown_08678D20,Img_086A4270,0x6A4270,0x668
28407,gUnknown_08678D20,Img_086A48D8,0x6A48D8,0x5C4
28411,gUnknown_08678D20,Img_086A4E9C,0x6A4E9C,0x4F0
28415,gUnknown_08678D20,Img_086A538C,0x6A538C,0x3E0
28419,gUnknown_08678D20,Img_086A576C,0x6A576C,0x3E0
28423,gUnknown_08678D20,Img_086A5B4C,0x6A5B4C,0x3E0
28427,gUnknown_08678D20,Img_086A5F2C,0x6A5F2C,0x3D8
28431,gUnknown_08678D20,Img_086A6304,0x6A6304,0x3D4
28435,gUnknown_08678D20,Pal_GleipnirBg_Sigil,0x6A66D8,0x20
28439,gUnknown_08678D20,Tsa_086A66F8,0x6A66F8,0x1A8
28443,gUnknown_08678D20,Tsa_086A68A0,0x6A68A0,0x174
28447,gUnknown_08678D20,Tsa_086A6A14,0x6A6A14,0x174
28451,gUnknown_08678D20,Tsa_086A6B88,0x6A6B88,0x148
28455,gUnknown_08678D20,Tsa_086A6CD0,0x6A6CD0,0x10C
28459,gUnknown_08678D20,Tsa_086A6DDC,0x6A6DDC,0xE0
28463,gUnknown_08678D20,Tsa_086A6EBC,0x6A6EBC,0xD8
28467,gUnknown_08678D20,Tsa_086A6F94,0x6A6F94,0xC4
28471,gUnknown_08678D20,Tsa_086A7058,0x6A7058,0xBC
28475,gUnknown_08678D20,Tsa_086A7114,0x6A7114,0xA4
28479,gUnknown_08678D20,Tsa_086A71B8,0x6A71B8,0xA0
28483,gUnknown_08678D20,Img_086A7258,0x6A7258,0x468
28487,gUnknown_08678D20,Img_086A76C0,0x6A76C0,0x504
28491,gUnknown_08678D20,Img_086A7BC4,0x6A7BC4,0x5B8
28495,gUnknown_08678D20,Img_086A817C,0x6A817C,0x670
28499,gUnknown_08678D20,Img_086A87EC,0x6A87EC,0x75C
28503,gUnknown_08678D20,Img_086A8F48,0x6A8F48,0x860
28507,gUnknown_08678D20,Img_086A97A8,0x6A97A8,0x994
28511,gUnknown_08678D20,Img_086AA13C,0x6AA13C,0xAA4
28515,gUnknown_08678D20,Img_086AABE0,0x6AABE0,0xBB0
28519,gUnknown_08678D20,Img_086AB790,0x6AB790,0xD20
28523,gUnknown_08678D20,Img_086AC4B0,0x6AC4B0,0xE08
28527,gUnknown_08678D20,Img_086AD2B8,0x6AD2B8,0xF68
28531,gUnknown_08678D20,Img_086AE220,0x6AE220,0x104C
28535,gUnknown_08678D20,Img_086AF26C,0x6AF26C,0x112C
28539,gUnknown_08678D20,Img_086B0398,0x6B0398,0x122C
28543,gUnknown_08678D20,Img_086B15C4,0x6B15C4,0x12B4
28547,gUnknown_08678D20,Pal_086B2878,0x6B2878,0x20
28551,gUnknown_08678D20,Pal_086B2898,0x6B2898,0x20
28555,gUnknown_08678D20,Pal_086B28B8,0x6B28B8,0x20
28559,gUnknown_08678D20,Pal_086B28D8,0x6B28D8,0x20
28563,gUnknown_08678D20,Pal_086B28F8,0x6B28F8,0x20
28567,gUnknown_08678D20,Pal_086B2918,0x6B2918,0x20
28571,gUnknown_08678D20,Pal_086B2938,0x6B2938,0x20
28575,gUnknown_08678D20,Pal_086B2958,0x6B2958,0x20
28579,gUnknown_08678D20,Pal_086B2978,0x6B2978,0x20
28583,gUnknown_08678D20,Pal_086B2998,0x6B2998,0x20
28587,gUnknown_08678D20,Pal_086B29B8,0x6B29B8,0x20
28591,gUnknown_08678D20,Pal_086B29D8,0x6B29D8,0x20
28595,gUnknown_08678D20,Pal_086B29F8,0x6B29F8,0x20
28599,gUnknown_08678D20,Pal_086B2A18,0x6B2A18,0x20
28603,gUnknown_08678D20,Pal_086B2A38,0x6B2A38,0x20
28607,gUnknown_08678D20,Pal_086B2A58,0x6B2A58,0x20
28611,gUnknown_08678D20,Tsa_086B2A78,0x6B2A78,0xB8
28615,gUnknown_08678D20,Tsa_086B2B30,0x6B2B30,0xC4
28619,gUnknown_08678D20,Tsa_086B2BF4,0x6B2BF4,0xD8
28623,gUnknown_08678D20,Tsa_086B2CCC,0x6B2CCC,0xEC
28627,gUnknown_08678D20,Tsa_086B2DB8,0x6B2DB8,0x104
28631,gUnknown_08678D20,Tsa_086B2EBC,0x6B2EBC,0x11C
28635,gUnknown_08678D20,Tsa_086B2FD8,0x6B2FD8,0x13C
28639,gUnknown_08678D20,Tsa_086B3114,0x6B3114,0x158
28643,gUnknown_08678D20,Tsa_086B326C,0x6B326C,0x174
28647,gUnknown_08678D20,Tsa_086B33E0,0x6B33E0,0x198
28651,gUnknown_08678D20,Tsa_086B3578,0x6B3578,0x1BC
28655,gUnknown_08678D20,Tsa_086B3734,0x6B3734,0x1C8
28659,gUnknown_08678D20,Tsa_086B38FC,0x6B38FC,0x1F0
28663,gUnknown_08678D20,Tsa_086B3AEC,0x6B3AEC,0x1FC
28667,gUnknown_08678D20,Tsa_086B3CE8,0x6B3CE8,0x218
28671,gUnknown_08678D20,Tsa_086B3F00,0x6B3F00,0x21C
28675,gUnknown_08678D20,Img_GleipnirBg_Fog,0x6B411C,0x11B0
28679,gUnknown_08678D20,Pal_GleipnirBg_Fog,0x6B52CC,0x20
28683,gUnknown_08678D20,Tsa_GleipnirBg_Fog,0x6B52EC,0x294
28687,gUnknown_08678D20,Img_CrimsonEyeSprites,0x6B5580,0x35C
28691,gUnknown_08678D20,Pal_CrimsonEyeSprites,0x6B58DC,0x20
28780,gUnknown_08678D20,Pal_efxGorgonBGFinish,0x6B5A2C,0x20
28784,gUnknown_08678D20,Img_efxCrimsonEyeBG,0x6B5A4C,0x460
28788,gUnknown_08678D20,Pal_efxCrimsonEyeBG,0x6B5EAC,0x20
28792,gUnknown_08678D20,Tsa_086B5ECC,0x6B5ECC,0xAC
28796,gUnknown_08678D20,Tsa_086B5F78,0x6B5F78,0xC4
28800,gUnknown_08678D20,Tsa_086B603C,0x6B603C,0xC4
28804,gUnknown_08678D20,Tsa_086B6100,0x6B6100,0xC4
28808,gUnknown_08678D20,Tsa_086B61C4,0x6B61C4,0xC4
28812,gUnknown_08678D20,Tsa_086B6288,0x6B6288,0xC4
28816,gUnknown_08678D20,Tsa_086B634C,0x6B634C,0xC4
28820,gUnknown_08678D20,Tsa_086B6410,0x6B6410,0xAC
28824,gUnknown_08678D20,Img_086B64BC,0x6B64BC,0x18EC
28828,gUnknown_08678D20,Img_086B7DA8,0x6B7DA8,0x1878
28832,gUnknown_08678D20,Img_086B9620,0x6B9620,0x18F4
28836,gUnknown_08678D20,Img_086BAF14,0x6BAF14,0x1910
28840,gUnknown_08678D20,Pal_efxCrimsonEyeBGFinish1,0x6BC824,0x60
28844,gUnknown_08678D20,Tsa_086BC884,0x6BC884,0x274
28848,gUnknown_08678D20,Tsa_086BCAF8,0x6BCAF8,0x278
28852,gUnknown_08678D20,Tsa_086BCD70,0x6BCD70,0x278
28856,gUnknown_08678D20,Tsa_086BCFE8,0x6BCFE8,0x278
28860,gUnknown_08678D20,Img_StoneSprites,0x6BD260,0x50C
28864,gUnknown_08678D20,Pal_StoneSprites,0x6BD76C,0x20
29039,gUnknown_08678D20,Img_086BDB7C,0x6BDB7C,0x550
29043,gUnknown_08678D20,Img_086BE0CC,0x6BE0CC,0x59C
29047,gUnknown_08678D20,Img_086BE668,0x6BE668,0x5F4
29051,gUnknown_08678D20,Img_086BEC5C,0x6BEC5C,0x698
29055,gUnknown_08678D20,Img_086BF2F4,0x6BF2F4,0x6BC
29059,gUnknown_08678D20,Img_086BF9B0,0x6BF9B0,0x760
29063,gUnknown_08678D20,Img_086C0110,0x6C0110,0x814
29067,gUnknown_08678D20,Img_086C0924,0x6C0924,0x878
29071,gUnknown_08678D20,Img_086C119C,0x6C119C,0x934
29075,gUnknown_08678D20,Img_086C1AD0,0x6C1AD0,0x968
29079,gUnknown_08678D20,Img_086C2438,0x6C2438,0x970
29083,gUnknown_08678D20,Img_086C2DA8,0x6C2DA8,0x9B4
29087,gUnknown_08678D20,Img_086C375C,0x6C375C,0x998
29091,gUnknown_08678D20,Img_086C40F4,0x6C40F4,0x9C0
29095,gUnknown_08678D20,Img_086C4AB4,0x6C4AB4,0x918
29099,gUnknown_08678D20,Img_086C53CC,0x6C53CC,0x954
29103,gUnknown_08678D20,Img_086C5D20,0x6C5D20,0x97C
29107,gUnknown_08678D20,Img_086C669C,0x6C669C,0x974
29111,gUnknown_08678D20,Img_086C7010,0x6C7010,0x8FC
29115,gUnknown_08678D20,Pal_StoneBg,0x6C790C,0x20
29119,gUnknown_08678D20,Pal_StoneBg_086C792C,0x6C792C,0x20
29123,gUnknown_08678D20,Pal_StoneBg_086C794C,0x6C794C,0x20
29127,gUnknown_08678D20,Tsa_086C796C,0x6C796C,0xC0
29131,gUnknown_08678D20,Tsa_086C7A2C,0x6C7A2C,0xCC
29135,gUnknown_08678D20,Tsa_086C7AF8,0x6C7AF8,0xD8
29139,gUnknown_08678D20,Tsa_086C7BD0,0x6C7BD0,0xEC
29143,gUnknown_08678D20,Tsa_086C7CBC,0x6C7CBC,0x104
29147,gUnknown_08678D20,Tsa_086C7DC0,0x6C7DC0,0x114
29151,gUnknown_08678D20,Tsa_086C7ED4,0x6C7ED4,0x128
29155,gUnknown_08678D20,Tsa_086C7FFC,0x6C7FFC,0x13C
29159,gUnknown_08678D20,Tsa_086C8138,0x6C8138,0x154
29163,gUnknown_08678D20,Tsa_086C828C,0x6C828C,0x178
29167,gUnknown_08678D20,Tsa_086C8404,0x6C8404,0x16C
29171,gUnknown_08678D20,Tsa_086C8570,0x6C8570,0x174
29175,gUnknown_08678D20,Tsa_086C86E4,0x6C86E4,0x17C
29179,gUnknown_08678D20,Tsa_086C8860,0x6C8860,0x18C
29183,gUnknown_08678D20,Tsa_086C89EC,0x6C89EC,0x144
29187,gUnknown_08678D20,Tsa_086C8B30,0x6C8B30,0x154
29191,gUnknown_08678D20,Tsa_086C8C84,0x6C8C84,0x164
29195,gUnknown_08678D20,Tsa_086C8DE8,0x6C8DE8,0x164
29199,gUnknown_08678D20,Tsa_086C8F4C,0x6C8F4C,0x158
29203,gUnknown_08678D20,Img_086C90A4,0x6C90A4,0x358
29207,gUnknown_08678D20,Pal_086C93FC,0x6C93FC,0x20
29361,gUnknown_08678D20,Img_086C97B4,0x6C97B4,0x5F8
29365,gUnknown_08678D20,Img_086C9DAC,0x6C9DAC,0x618
29369,gUnknown_08678D20,Img_086CA3C4,0x6CA3C4,0x6D0
29373,gUnknown_08678D20,Img_086CAA94,0x6CAA94,0x730
29377,gUnknown_08678D20,Img_086CB1C4,0x6CB1C4,0x72C
29381,gUnknown_08678D20,Img_086CB8F0,0x6CB8F0,0x7F4
29385,gUnknown_08678D20,Img_086CC0E4,0x6CC0E4,0x7BC
29389,gUnknown_08678D20,Img_086CC8A0,0x6CC8A0,0x7F8
29393,gUnknown_08678D20,Img_086CD098,0x6CD098,0x8F0
29397,gUnknown_08678D20,Img_086CD988,0x6CD988,0x7D4
29401,gUnknown_08678D20,Img_086CE15C,0x6CE15C,0x8A0
29405,gUnknown_08678D20,Img_086CE9FC,0x6CE9FC,0x848
29409,gUnknown_08678D20,Img_086CF244,0x6CF244,0x794
29413,gUnknown_08678D20,Img_086CF9D8,0x6CF9D8,0x890
29417,gUnknown_08678D20,Img_086D0268,0x6D0268,0x8BC
29421,gUnknown_08678D20,Img_086D0B24,0x6D0B24,0x828
